facility_id,facility_name.x,city,state,count,descriptions,facility_name.y,Site Category,Site Subcategory,County,State,Address,City,ZIP,Rural Status,Longitude,Latitude
10101,CITIZENS BAPTIST MEDICAL CENTER,TALLADEGA,AL,1,"APPROPRIATE TRANSFER ,",CITIZENS BAPTIST MEDICAL CENTER,Hospital,Short Term,Talladega County,AL,604 Stone Ave,Talladega,35160-2217,Yes,-86.09060085,33.43980824
10126,TROY REGIONAL MEDICAL CENTER,TROY,AL,1,"APPROPRIATE TRANSFER ,",TROY REGIONAL MEDICAL CENTER,Hospital,Short Term,Pike County,AL,1330 Highway 231 S,Troy,36081-3058,Yes,-85.94565889,31.78032992
10149,BAPTIST MEDICAL CENTER EAST,MONTGOMERY,AL,1,"COMPLIANCE WITH 489.24 ,",BAPTIST MEDICAL CENTER EAST,Hospital,Short Term,Montgomery County,AL,400 Taylor Rd,Montgomery,36117-3512,No,-86.17486999,32.376085
10149,BAPTIST MEDICAL CENTER EAST,MONTGOMERY,AL,1,"RECIPIENT HOSPITAL RESPONSIBILITIES ,",BAPTIST MEDICAL CENTER EAST,Hospital,Short Term,Montgomery County,AL,400 Taylor Rd,Montgomery,36117-3512,No,-86.17486999,32.376085
10150,REGIONAL MEDICAL CENTER OF CENTRAL ALABAMA,GREENVILLE,AL,1,"COMPLIANCE WITH 489.24 ,",REGIONAL MEDICAL CENTER OF CENTRAL ALABAMA,Hospital,Short Term,Butler County,AL,29 L V Stabler Dr,Greenville,36037-3850,Yes,-86.64587394,31.82942277
10150,REGIONAL MEDICAL CENTER OF CENTRAL ALABAMA,GREENVILLE,AL,1,"MEDICAL SCREENING EXAM ,",REGIONAL MEDICAL CENTER OF CENTRAL ALABAMA,Hospital,Short Term,Butler County,AL,29 L V Stabler Dr,Greenville,36037-3850,Yes,-86.64587394,31.82942277
10150,REGIONAL MEDICAL CENTER OF CENTRAL ALABAMA,GREENVILLE,AL,1,"STABILIZING TREATMENT ,",REGIONAL MEDICAL CENTER OF CENTRAL ALABAMA,Hospital,Short Term,Butler County,AL,29 L V Stabler Dr,Greenville,36037-3850,Yes,-86.64587394,31.82942277
10150,REGIONAL MEDICAL CENTER OF CENTRAL ALABAMA,GREENVILLE,AL,1,"APPROPRIATE TRANSFER ,",REGIONAL MEDICAL CENTER OF CENTRAL ALABAMA,Hospital,Short Term,Butler County,AL,29 L V Stabler Dr,Greenville,36037-3850,Yes,-86.64587394,31.82942277
20001,PROVIDENCE ALASKA MEDICAL CENTER,ANCHORAGE,AK,1,"MEDICAL SCREENING EXAM ,",PROVIDENCE ALASKA MEDICAL CENTER,Hospital,Short Term,Anchorage Borough,AK,3200 Providence Dr,Anchorage,99508-4615,No,-149.81874655,61.18835737
21301,PROVIDENCE VALDEZ MEDICAL CENTER,VALDEZ,AK,1,"MEDICAL SCREENING EXAM ,",PROVIDENCE VALDEZ MEDICAL CENTER,Hospital,Critical Access Hospitals,Valdez-Cordova Census Area,AK,PO BOX 550,Valdez,99686-0550,Yes,-146.30579001,61.12197001
30006,TUCSON MEDICAL CENTER,TUCSON,AZ,1,"MEDICAL SCREENING EXAM ,",TUCSON MEDICAL CENTER,Hospital,Short Term,Pima County,AZ,5301 E Grant Rd,Tucson,85712-2805,No,-110.87809298,32.25271701
30010,ST. MARY'S HOSPITAL,TUCSON,AZ,1,"MEDICAL SCREENING EXAM ,",ST. MARY'S HOSPITAL,Hospital,Short Term,Pima County,AZ,1601 W Saint Marys Rd,Tucson,85745-2623,No,-111.00009133,32.22820728
30022,VALLEYWISE HEALTH MEDICAL CENTER,PHOENIX,AZ,1,"COMPLIANCE WITH 489.24 ,",VALLEYWISE HEALTH MEDICAL CENTER,Hospital,Short Term,Maricopa County,AZ,2601 E Roosevelt St,Phoenix,85008-4973,No,-112.02628681,33.45721037
30022,VALLEYWISE HEALTH MEDICAL CENTER,PHOENIX,AZ,1,"EMERGENCY ROOM LOG ,",VALLEYWISE HEALTH MEDICAL CENTER,Hospital,Short Term,Maricopa County,AZ,2601 E Roosevelt St,Phoenix,85008-4973,No,-112.02628681,33.45721037
30022,VALLEYWISE HEALTH MEDICAL CENTER,PHOENIX,AZ,1,"MEDICAL SCREENING EXAM ,",VALLEYWISE HEALTH MEDICAL CENTER,Hospital,Short Term,Maricopa County,AZ,2601 E Roosevelt St,Phoenix,85008-4973,No,-112.02628681,33.45721037
30094,ABRAZO ARROWHEAD CAMPUS,GLENDALE,AZ,1,"EMERGENCY ROOM LOG ,",ABRAZO ARROWHEAD CAMPUS,Hospital,Short Term,Maricopa County,AZ,18701 N 67th Ave,Glendale,85308-7100,No,-112.20284255,33.65507026
30110,ABRAZO WEST CAMPUS,GOODYEAR,AZ,1,"DELAY IN EXAMINATION OR TREATMENT ,",ABRAZO WEST CAMPUS,Hospital,Short Term,Maricopa County,AZ,13677 W McDowell Rd,Goodyear,85395-2635,No,-112.35353702,33.461987
40074,NORTH METRO MEDICAL CENTER,JACKSONVILLE,AR,1,"EMERGENCY ROOM LOG ,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40088,MEDICAL CENTER OF SOUTH ARKANSAS,EL DORADO,AR,1,"APPROPRIATE TRANSFER ,",MEDICAL CENTER OF SOUTH ARKANSAS,Hospital,Short Term,Union County,AR,700 W Grove St,El Dorado,71730-4416,Yes,-92.6723303,33.2184357
41304,EUREKA SPRINGS HOSPITAL COMMISSION,EUREKA SPRINGS,AR,1,"EMERGENCY ROOM LOG ,",EUREKA SPRINGS HOSPITAL COMMISSION,Hospital,Critical Access Hospitals,Carroll County,AR,24 Norris St,Eureka Springs,72632-3541,Yes,-93.74422426,36.40035633
41304,EUREKA SPRINGS HOSPITAL COMMISSION,EUREKA SPRINGS,AR,1,"MEDICAL SCREENING EXAM ,",EUREKA SPRINGS HOSPITAL COMMISSION,Hospital,Critical Access Hospitals,Carroll County,AR,24 Norris St,Eureka Springs,72632-3541,Yes,-93.74422426,36.40035633
41329,MERCY HOSPITAL BERRYVILLE,BERRYVILLE,AR,1,"MEDICAL SCREENING EXAM ,",MERCY HOSPITAL BERRYVILLE,Hospital,Critical Access Hospitals,Carroll County,AR,214 Carter St,Berryville,72616-4303,Yes,-93.55183444,36.35885673
50014,SUTTER AMADOR HOSPITAL,JACKSON,CA,1,"EMERGENCY ROOM LOG ,",SUTTER AMADOR HOSPITAL,Hospital,Short Term,Amador County,CA,200 Mission Blvd,Jackson,95642-2564,Yes,-120.76599324,38.35007623
50014,SUTTER AMADOR HOSPITAL,JACKSON,CA,1,"MEDICAL SCREENING EXAM ,",SUTTER AMADOR HOSPITAL,Hospital,Short Term,Amador County,CA,200 Mission Blvd,Jackson,95642-2564,Yes,-120.76599324,38.35007623
50014,SUTTER AMADOR HOSPITAL,JACKSON,CA,1,"STABILIZING TREATMENT ,",SUTTER AMADOR HOSPITAL,Hospital,Short Term,Amador County,CA,200 Mission Blvd,Jackson,95642-2564,Yes,-120.76599324,38.35007623
50038,SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,CA,1,"MEDICAL SCREENING EXAM ,",SANTA CLARA VALLEY MEDICAL CENTER,Hospital,Short Term,Santa Clara County,CA,751 S Bascom Ave,San Jose,95128-2604,No,-121.93183751,37.31343597
50038,SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,CA,1,"EMERGENCY ROOM LOG ,",SANTA CLARA VALLEY MEDICAL CENTER,Hospital,Short Term,Santa Clara County,CA,751 S Bascom Ave,San Jose,95128-2604,No,-121.93183751,37.31343597
50040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,SYLMAR,CA,1,"COMPLIANCE WITH 489.24 ,",LAC/OLIVE VIEW-UCLA MEDICAL CENTER,Hospital,Short Term,Los Angeles County,CA,14445 Olive View Dr,Sylmar,91342-1437,No,-118.44566401,34.3245032
50040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,SYLMAR,CA,1,"MEDICAL SCREENING EXAM ,",LAC/OLIVE VIEW-UCLA MEDICAL CENTER,Hospital,Short Term,Los Angeles County,CA,14445 Olive View Dr,Sylmar,91342-1437,No,-118.44566401,34.3245032
50054,SAN GORGONIO MEMORIAL HOSPITAL,BANNING,CA,1,"COMPLIANCE WITH 489.24 ,",SAN GORGONIO MEMORIAL HOSPITAL,Hospital,Short Term,Riverside County,CA,600 N Highland Springs Ave,Banning,92220-3046,No,-116.9468617,33.93165211
50054,SAN GORGONIO MEMORIAL HOSPITAL,BANNING,CA,1,"MEDICAL SCREENING EXAM ,",SAN GORGONIO MEMORIAL HOSPITAL,Hospital,Short Term,Riverside County,CA,600 N Highland Springs Ave,Banning,92220-3046,No,-116.9468617,33.93165211
50054,SAN GORGONIO MEMORIAL HOSPITAL,BANNING,CA,1,"APPROPRIATE TRANSFER ,",SAN GORGONIO MEMORIAL HOSPITAL,Hospital,Short Term,Riverside County,CA,600 N Highland Springs Ave,Banning,92220-3046,No,-116.9468617,33.93165211
50078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,SAN PEDRO,CA,1,"MEDICAL SCREENING EXAM ,",PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,Hospital,Short Term,Los Angeles County,CA,1300 W 7th St,San Pedro,90732-3505,No,-118.30361103,33.73793749
50078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,SAN PEDRO,CA,1,"DELAY IN EXAMINATION OR TREATMENT ,",PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,Hospital,Short Term,Los Angeles County,CA,1300 W 7th St,San Pedro,90732-3505,No,-118.30361103,33.73793749
50078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,SAN PEDRO,CA,1,"APPROPRIATE TRANSFER ,",PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,Hospital,Short Term,Los Angeles County,CA,1300 W 7th St,San Pedro,90732-3505,No,-118.30361103,33.73793749
50113,SAN MATEO MEDICAL CENTER,SAN MATEO,CA,1,"MEDICAL SCREENING EXAM ,",SAN MATEO MEDICAL CENTER,Hospital,Short Term,San Mateo County,CA,222 W 39th Ave,San Mateo,94403-4364,No,-122.29896102,37.53031554
50113,SAN MATEO MEDICAL CENTER,SAN MATEO,CA,1,"APPROPRIATE TRANSFER ,",SAN MATEO MEDICAL CENTER,Hospital,Short Term,San Mateo County,CA,222 W 39th Ave,San Mateo,94403-4364,No,-122.29896102,37.53031554
50122,DAMERON HOSPITAL,STOCKTON,CA,1,"MEDICAL SCREENING EXAM ,",DAMERON HOSPITAL,Hospital,Short Term,San Joaquin County,CA,525 W Acacia St,Stockton,95203-2405,No,-121.30102747,37.96119163
50122,DAMERON HOSPITAL,STOCKTON,CA,1,"STABILIZING TREATMENT ,",DAMERON HOSPITAL,Hospital,Short Term,San Joaquin County,CA,525 W Acacia St,Stockton,95203-2405,No,-121.30102747,37.96119163
50122,DAMERON HOSPITAL,STOCKTON,CA,1,"APPROPRIATE TRANSFER ,",DAMERON HOSPITAL,Hospital,Short Term,San Joaquin County,CA,525 W Acacia St,Stockton,95203-2405,No,-121.30102747,37.96119163
50125,REGIONAL MEDICAL CENTER OF SAN JOSE,SAN JOSE,CA,1,"ON CALL PHYSICIANS ,",REGIONAL MEDICAL CENTER OF SAN JOSE,Hospital,Short Term,Santa Clara County,CA,225 N Jackson Ave,San Jose,95116-1603,No,-121.84724768,37.36221848
50167,SAN JOAQUIN GENERAL HOSPITAL,FRENCH CAMP,CA,1,"MEDICAL SCREENING EXAM ,",SAN JOAQUIN GENERAL HOSPITAL,Hospital,Short Term,San Joaquin County,CA,500 W Hospital Rd,French Camp,95231-9693,No,-121.2820956,37.88651994
50197,SEQUOIA HOSPITAL,REDWOOD CITY,CA,1,"EMERGENCY ROOM LOG ,",SEQUOIA HOSPITAL,Hospital,Short Term,San Mateo County,CA,170 Alameda De Las Pulgas,Redwood City,94062-2751,No,-122.25318057,37.48093989
50197,SEQUOIA HOSPITAL,REDWOOD CITY,CA,1,"STABILIZING TREATMENT ,",SEQUOIA HOSPITAL,Hospital,Short Term,San Mateo County,CA,170 Alameda De Las Pulgas,Redwood City,94062-2751,No,-122.25318057,37.48093989
50226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,ANAHEIM,CA,1,"COMPLIANCE WITH 489.24 ,",AHMC ANAHEIM REGIONAL MEDICAL CENTER,Hospital,Short Term,Orange County,CA,1111 W La Palma Ave,Anaheim,92801-2804,No,-117.93375846,33.84717996
50226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,ANAHEIM,CA,1,"MEDICAL SCREENING EXAM ,",AHMC ANAHEIM REGIONAL MEDICAL CENTER,Hospital,Short Term,Orange County,CA,1111 W La Palma Ave,Anaheim,92801-2804,No,-117.93375846,33.84717996
50226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,ANAHEIM,CA,1,"STABILIZING TREATMENT ,",AHMC ANAHEIM REGIONAL MEDICAL CENTER,Hospital,Short Term,Orange County,CA,1111 W La Palma Ave,Anaheim,92801-2804,No,-117.93375846,33.84717996
50228,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,SAN FRANCISCO,CA,1,"EMERGENCY ROOM LOG ,",ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,Hospital,Short Term,San Francisco County,CA,1001 Potrero Ave,San Francisco,94110-3518,No,-122.4065352,37.75548833
50228,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,SAN FRANCISCO,CA,1,"MEDICAL SCREENING EXAM ,",ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,Hospital,Short Term,San Francisco County,CA,1001 Potrero Ave,San Francisco,94110-3518,No,-122.4065352,37.75548833
50280,MERCY MEDICAL CENTER REDDING,REDDING,CA,1,"MEDICAL SCREENING EXAM ,",MERCY MEDICAL CENTER REDDING,Hospital,Short Term,Shasta County,CA,2175 Rosaline Ave,Redding,96001-2549,No,-122.39563814,40.57286371
50280,MERCY MEDICAL CENTER REDDING,REDDING,CA,1,"APPROPRIATE TRANSFER ,",MERCY MEDICAL CENTER REDDING,Hospital,Short Term,Shasta County,CA,2175 Rosaline Ave,Redding,96001-2549,No,-122.39563814,40.57286371
50300,ST MARY MEDICAL CENTER,APPLE VALLEY,CA,1,"MEDICAL SCREENING EXAM ,",ST MARY MEDICAL CENTER,Hospital,Short Term,San Bernardino County,CA,18300 US Highway 18,Apple Valley,92307-2206,No,-117.26582413,34.54061691
50308,EL CAMINO HOSPITAL,MOUNTAIN VIEW,CA,2,"STABILIZING TREATMENT ,",EL CAMINO HOSPITAL,Hospital,Short Term,Santa Clara County,CA,2500 Grant Rd,Mountain View,94040-4302,No,-122.07794641,37.36894098
50308,EL CAMINO HOSPITAL,MOUNTAIN VIEW,CA,2,"POSTING OF SIGNS ,",EL CAMINO HOSPITAL,Hospital,Short Term,Santa Clara County,CA,2500 Grant Rd,Mountain View,94040-4302,No,-122.07794641,37.36894098
50308,EL CAMINO HOSPITAL,MOUNTAIN VIEW,CA,2,"EMERGENCY ROOM LOG ,",EL CAMINO HOSPITAL,Hospital,Short Term,Santa Clara County,CA,2500 Grant Rd,Mountain View,94040-4302,No,-122.07794641,37.36894098
50309,SUTTER ROSEVILLE MEDICAL CENTER,ROSEVILLE,CA,1,"MEDICAL SCREENING EXAM ,",SUTTER ROSEVILLE MEDICAL CENTER,Hospital,Short Term,Placer County,CA,1 Medical Plaza Dr,Roseville,95661-3037,No,-121.24970667,38.76553406
50315,KERN MEDICAL CENTER,BAKERSFIELD,CA,1,"ON CALL PHYSICIANS ,",KERN MEDICAL CENTER,Hospital,Short Term,Kern County,CA,1700 Mount Vernon Ave,Bakersfield,93306-4018,No,-118.97075897,35.38255398
50320,HIGHLAND HOSPITAL,OAKLAND,CA,1,"APPROPRIATE TRANSFER ,",HIGHLAND HOSPITAL,Hospital,Short Term,Alameda County,CA,1411 E 31st St,Oakland,94602-1018,No,-122.23151947,37.79927539
50390,HEMET GLOBAL MEDICAL CENTER,HEMET,CA,1,"COMPLIANCE WITH 489.24 ,",HEMET GLOBAL MEDICAL CENTER,Hospital,Short Term,Riverside County,CA,1117 E Devonshire Ave,Hemet,92543-3083,No,-116.96015456,33.75117327
50390,HEMET GLOBAL MEDICAL CENTER,HEMET,CA,1,"EMERGENCY ROOM LOG ,",HEMET GLOBAL MEDICAL CENTER,Hospital,Short Term,Riverside County,CA,1117 E Devonshire Ave,Hemet,92543-3083,No,-116.96015456,33.75117327
50390,HEMET GLOBAL MEDICAL CENTER,HEMET,CA,1,"MEDICAL SCREENING EXAM ,",HEMET GLOBAL MEDICAL CENTER,Hospital,Short Term,Riverside County,CA,1117 E Devonshire Ave,Hemet,92543-3083,No,-116.96015456,33.75117327
50425,KAISER FOUNDATION HOSPITAL - SACRAMENTO,SACRAMENTO,CA,1,"STABILIZING TREATMENT ,",KAISER FOUNDATION HOSPITAL - SACRAMENTO,Hospital,Short Term,Sacramento County,CA,2025 Morse Ave,Sacramento,95825-2115,No,-121.3925897,38.60208917
50425,KAISER FOUNDATION HOSPITAL - SACRAMENTO,SACRAMENTO,CA,1,"APPROPRIATE TRANSFER ,",KAISER FOUNDATION HOSPITAL - SACRAMENTO,Hospital,Short Term,Sacramento County,CA,2025 Morse Ave,Sacramento,95825-2115,No,-121.3925897,38.60208917
50468,MEMORIAL HOSPITAL OF GARDENA,GARDENA,CA,1,"APPROPRIATE TRANSFER ,",MEMORIAL HOSPITAL OF GARDENA,Hospital,Short Term,Los Angeles County,CA,1145 W Redondo Beach Blvd,Gardena,90247-3511,No,-118.29473309,33.89242564
50498,SUTTER AUBURN FAITH HOSPITAL,AUBURN,CA,1,"MEDICAL SCREENING EXAM ,",SUTTER AUBURN FAITH HOSPITAL,Hospital,Short Term,Placer County,CA,11815 Education St,Auburn,95602-2410,Yes,-121.1009304,38.94432044
50498,SUTTER AUBURN FAITH HOSPITAL,AUBURN,CA,1,"STABILIZING TREATMENT ,",SUTTER AUBURN FAITH HOSPITAL,Hospital,Short Term,Placer County,CA,11815 Education St,Auburn,95602-2410,Yes,-121.1009304,38.94432044
50498,SUTTER AUBURN FAITH HOSPITAL,AUBURN,CA,1,"APPROPRIATE TRANSFER ,",SUTTER AUBURN FAITH HOSPITAL,Hospital,Short Term,Placer County,CA,11815 Education St,Auburn,95602-2410,Yes,-121.1009304,38.94432044
50498,SUTTER AUBURN FAITH HOSPITAL,AUBURN,CA,1,"COMPLIANCE WITH 489.24 ,",SUTTER AUBURN FAITH HOSPITAL,Hospital,Short Term,Placer County,CA,11815 Education St,Auburn,95602-2410,Yes,-121.1009304,38.94432044
50534,JOHN F KENNEDY MEMORIAL HOSPITAL,INDIO,CA,1,"MEDICAL SCREENING EXAM ,",JOHN F KENNEDY MEMORIAL HOSPITAL,Hospital,Short Term,Riverside County,CA,47111 Monroe St,Indio,92201-6739,No,-116.23390037,33.70619954
50534,JOHN F KENNEDY MEMORIAL HOSPITAL,INDIO,CA,1,"STABILIZING TREATMENT ,",JOHN F KENNEDY MEMORIAL HOSPITAL,Hospital,Short Term,Riverside County,CA,47111 Monroe St,Indio,92201-6739,No,-116.23390037,33.70619954
50534,JOHN F KENNEDY MEMORIAL HOSPITAL,INDIO,CA,1,"DELAY IN EXAMINATION OR TREATMENT ,",JOHN F KENNEDY MEMORIAL HOSPITAL,Hospital,Short Term,Riverside County,CA,47111 Monroe St,Indio,92201-6739,No,-116.23390037,33.70619954
50581,LAKEWOOD REGIONAL MEDICAL CENTER,LAKEWOOD,CA,1,"APPROPRIATE TRANSFER ,",LAKEWOOD REGIONAL MEDICAL CENTER,Hospital,Short Term,Los Angeles County,CA,3700 South St,Lakewood,90712-1419,No,-118.14816696,33.86020247
50663,LOS ANGELES COMMUNITY HOSPITAL,LOS ANGELES,CA,1,"COMPLIANCE WITH 489.24 ,",LOS ANGELES COMMUNITY HOSPITAL,Hospital,Short Term,Los Angeles County,CA,4081 E Olympic Blvd,Los Angeles,90023-3330,No,-118.186614,34.018917449999996
50663,LOS ANGELES COMMUNITY HOSPITAL,LOS ANGELES,CA,1,"EMERGENCY ROOM LOG ,",LOS ANGELES COMMUNITY HOSPITAL,Hospital,Short Term,Los Angeles County,CA,4081 E Olympic Blvd,Los Angeles,90023-3330,No,-118.186614,34.018917449999996
50663,LOS ANGELES COMMUNITY HOSPITAL,LOS ANGELES,CA,1,"MEDICAL SCREENING EXAM ,",LOS ANGELES COMMUNITY HOSPITAL,Hospital,Short Term,Los Angeles County,CA,4081 E Olympic Blvd,Los Angeles,90023-3330,No,-118.186614,34.018917449999996
50663,LOS ANGELES COMMUNITY HOSPITAL,LOS ANGELES,CA,1,"STABILIZING TREATMENT ,",LOS ANGELES COMMUNITY HOSPITAL,Hospital,Short Term,Los Angeles County,CA,4081 E Olympic Blvd,Los Angeles,90023-3330,No,-118.186614,34.018917449999996
50663,LOS ANGELES COMMUNITY HOSPITAL,LOS ANGELES,CA,1,"APPROPRIATE TRANSFER ,",LOS ANGELES COMMUNITY HOSPITAL,Hospital,Short Term,Los Angeles County,CA,4081 E Olympic Blvd,Los Angeles,90023-3330,No,-118.186614,34.018917449999996
50686,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",RIVERSIDE,CA,1,"COMPLIANCE WITH 489.24 ,","KAISER FOUNDATION HOSPITAL, RIVERSIDE",Hospital,Short Term,Riverside County,CA,10800 Magnolia Ave,Riverside,92505-3043,No,-117.46932098,33.904783
50686,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",RIVERSIDE,CA,1,"MEDICAL SCREENING EXAM ,","KAISER FOUNDATION HOSPITAL, RIVERSIDE",Hospital,Short Term,Riverside County,CA,10800 Magnolia Ave,Riverside,92505-3043,No,-117.46932098,33.904783
50686,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",RIVERSIDE,CA,1,"STABILIZING TREATMENT ,","KAISER FOUNDATION HOSPITAL, RIVERSIDE",Hospital,Short Term,Riverside County,CA,10800 Magnolia Ave,Riverside,92505-3043,No,-117.46932098,33.904783
50686,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",RIVERSIDE,CA,1,"APPROPRIATE TRANSFER ,","KAISER FOUNDATION HOSPITAL, RIVERSIDE",Hospital,Short Term,Riverside County,CA,10800 Magnolia Ave,Riverside,92505-3043,No,-117.46932098,33.904783
50757,ALVARADO HOSPITAL MEDICAL CENTER,SAN DIEGO,CA,1,"APPROPRIATE TRANSFER ,",ALVARADO HOSPITAL MEDICAL CENTER,Hospital,Short Term,San Diego County,CA,6655 Alvarado Rd,San Diego,92120-5208,No,-117.05721574,32.77719528
